Name,Rating,Review_count,Price_range,Category,Address,Latitude,Longitude,Current_status,Next_status,Telephone,Tags,Detail_URL
Miura Beach,,,,,,35.1844802,139.6560503,,,,,https://www.google.fr/maps/place/Miura+Beach/data=!4m7!3m6!1s0x60183dc9707f879b:0x5ca809f160c16892!8m2!3d35.1844802!4d139.6560503!16s%2Fg%2F120vzy8x!19sChIJm4d_cMk9GGARkmjBYPEJqFw?authuser=0&hl=en&rclk=1
Beach Co Thach,,,,,,11.1766612,108.7139597,,,,,https://www.google.fr/maps/place/Beach+Co+Thach/data=!4m7!3m6!1s0x3176dea774e054d9:0xb43af73d86f5bc75!8m2!3d11.1766612!4d108.7139597!16s%2Fg%2F11bw27hsfj!19sChIJ2VTgdKfedjERdbz1hj33OrQ?authuser=0&hl=en&rclk=1
Seaside Sandy Beach,,,,,,27.7579387,-15.5703662,,,,,https://www.google.fr/maps/place/Seaside+Sandy+Beach/data=!4m10!3m9!1s0xc3f62bef916c9a9:0xf2018efb3a14359a!5m2!4m1!1i2!8m2!3d27.7579387!4d-15.5703662!16s%2Fg%2F1tg4mmmp!19sChIJqckW-b5iPwwRmjUUOvuOAfI?authuser=0&hl=en&rclk=1
Pantai Nyanyi,,,,,,-8.6336624,115.0978348,,,,,https://www.google.fr/maps/place/Pantai+Nyanyi/data=!4m7!3m6!1s0x2dd2382115f7f5f9:0x929870a0c1008d3a!8m2!3d-8.6336624!4d115.0978348!16s%2Fg%2F11bv30gntw!19sChIJ-fX3FSE40i0ROo0AwaBwmJI?authuser=0&hl=en&rclk=1
DuBois Park,,,,,,26.9431229,-80.0757301,,,,,https://www.google.fr/maps/place/DuBois+Park/data=!4m7!3m6!1s0x88df29bf8782e39d:0x49924b40b6e430a5!8m2!3d26.9431229!4d-80.0757301!16s%2Fg%2F1tgx7f10!19sChIJneOCh78p34gRpTDktkBLkkk?authuser=0&hl=en&rclk=1
Bãi biển Cảnh Dương,,,,,,16.3299196,107.9615168,,,,,https://www.google.fr/maps/place/B%C3%A3i+bi%E1%BB%83n+C%E1%BA%A3nh+D%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x3141860e2906f93d:0xfc1ba7080d3d011!8m2!3d16.3299196!4d107.9615168!16s%2Fg%2F12mkym7k4!19sChIJPfkGKQ6GQTEREdDTgHC6wQ8?authuser=0&hl=en&rclk=1
Praia Brava,,,,,,-27.4015299,-48.4130314,,,,,https://www.google.fr/maps/place/Praia+Brava/data=!4m7!3m6!1s0x9527428e09174099:0x2c0a84cb50990e94!8m2!3d-27.4015299!4d-48.4130314!16s%2Fg%2F120qklms!19sChIJmUAXCY5CJ5URlA6ZUMuECiw?authuser=0&hl=en&rclk=1
Huntington Beach State Park,,,,,,33.5145618,-79.0609293,,,,,https://www.google.fr/maps/place/Huntington+Beach+State+Park/data=!4m7!3m6!1s0x8900384a8d7c9123:0xcbbe8dc9020190f5!8m2!3d33.5145618!4d-79.0609293!16zL20vMDU0bTg4!19sChIJI5F8jUo4AIkR9ZABAsmNvss?authuser=0&hl=en&rclk=1
St Pete Beach,,,,,,27.7428134,-82.7504542,,,,,https://www.google.fr/maps/place/St+Pete+Beach/data=!4m7!3m6!1s0x88c3029f9de5dea9:0x98aafcc9726f8c6a!8m2!3d27.7428134!4d-82.7504542!16zL20vMHJyNXg!19sChIJqd7lnZ8Cw4gRaoxvcsn8qpg?authuser=0&hl=en&rclk=1
Beach,,,,,,46.9180689,-104.0043728,,,,,https://www.google.fr/maps/place/Beach/data=!4m7!3m6!1s0x5325c95bed94449f:0xc871f021601d702c!8m2!3d46.9180689!4d-104.0043728!16zL20vMHlwMGI!19sChIJn0SU7VvJJVMRLHAdYCHwccg?authuser=0&hl=en&rclk=1
The Big One,,,,,,53.7892671,-3.0554511,,,,,https://www.google.fr/maps/place/The+Big+One/data=!4m7!3m6!1s0x487b441c967e8df1:0x684d1b50574d5445!8m2!3d53.7892671!4d-3.0554511!16zL20vMDVzeHl5!19sChIJ8Y1-lhxEe0gRRVRNV1AbTWg?authuser=0&hl=en&rclk=1
Palm Beach,,,,,,12.5690606,-70.0413821,,,,,https://www.google.fr/maps/place/Palm+Beach/data=!4m7!3m6!1s0x8e85380e2c9585d7:0xc1325ab1d6b18d24!8m2!3d12.5690606!4d-70.0413821!16s%2Fm%2F026620f!19sChIJ14WVLA44hY4RJI2x1rFaMsE?authuser=0&hl=en&rclk=1
The Beaches,,,,,,49.575346,-56.8281241,,,,,https://www.google.fr/maps/place/The+Beaches/data=!4m7!3m6!1s0x4b79a15072cc12cb:0xaedc4e45e204ca32!8m2!3d49.575346!4d-56.8281241!16zL20vMGRtaGY3!19sChIJyxLMclCheUsRMsoE4kVO3K4?authuser=0&hl=en&rclk=1
Cua Tung Beach,,,,,,17.0228273,107.1104295,,,,,https://www.google.fr/maps/place/Cua+Tung+Beach/data=!4m7!3m6!1s0x3140dca833be6427:0x726435c57653ee6c!8m2!3d17.0228273!4d107.1104295!16s%2Fg%2F120mnnpt!19sChIJJ2S-M6jcQDERbO5TdsU1ZHI?authuser=0&hl=en&rclk=1
Beach,,,,,,48.7159399,-122.6837908,,,,,https://www.google.fr/maps/place/Beach/data=!4m7!3m6!1s0x5485998e19eaf877:0x4a7c546ca4ba09fa!8m2!3d48.7159399!4d-122.6837908!16s%2Fg%2F11c47_65hm!19sChIJd_jqGY6ZhVQR-gm6pGxUfEo?authuser=0&hl=en&rclk=1
Praia de Iracema,,,,,,-3.7190976,-38.5122545,,,,,https://www.google.fr/maps/place/Praia+de+Iracema/data=!4m7!3m6!1s0x7c74841ba67de31:0xef2de945119c588f!8m2!3d-3.7190976!4d-38.5122545!16s%2Fm%2F0g55kpy!19sChIJMd5nukFIxwcRj1icEUXpLe8?authuser=0&hl=en&rclk=1
Beach Hotel,,,,,,51.4980556,3.4969444,,,,,https://www.google.fr/maps/place/Beach+Hotel/data=!4m10!3m9!1s0x47c4bd7d89392e69:0x1784d72292076f69!5m2!4m1!1i2!8m2!3d51.4980556!4d3.4969444!16s%2Fg%2F1tfk_cp8!19sChIJaS45iX29xEcRaW8HkiLXhBc?authuser=0&hl=en&rclk=1
Ky Co Beach,,,,,,13.85014,109.2918099,,,,,https://www.google.fr/maps/place/Ky+Co+Beach/data=!4m7!3m6!1s0x316f69f3b44b2e29:0x75e9afabce0602c7!8m2!3d13.85014!4d109.2918099!16s%2Fg%2F11f15p_5jq!19sChIJKS5LtPNpbzERxwIGzquv6XU?authuser=0&hl=en&rclk=1
Horseneck Beach State Reservation Campground,,,,,,41.5019835,-71.0395383,,,,,https://www.google.fr/maps/place/Horseneck+Beach+State+Reservation+Campground/data=!4m7!3m6!1s0x89e5048501c4798b:0x21a4400ef6196417!8m2!3d41.5019835!4d-71.0395383!16s%2Fg%2F1wg5z0rl!19sChIJi3nEAYUE5YkRF2QZ9g5ApCE?authuser=0&hl=en&rclk=1
"Pismo Beach, California",,,,,,35.1575391,-120.6684707,,,,,"https://www.google.fr/maps/place/Pismo+Beach,+California/data=!4m7!3m6!1s0x80ec587d3b5577f5:0x774492c37beaa54e!8m2!3d35.1575391!4d-120.6684707!16s%2Fg%2F1td2bn78!19sChIJ9XdVO31Y7IARTqXqe8OSRHc?authuser=0&hl=en&rclk=1"
Asbury Park Dog Beach,,,,,,40.2302825,-73.9965295,,,,,https://www.google.fr/maps/place/Asbury+Park+Dog+Beach/data=!4m7!3m6!1s0x89c227283909b1c3:0x507ceeec689557e3!8m2!3d40.2302825!4d-73.9965295!16s%2Fg%2F11rty25tf1!19sChIJw7EJOSgnwokR41eVaOzufFA?authuser=0&hl=en&rclk=1
Joia Beach,,,,,,25.787374,-80.1771484,,,,,https://www.google.fr/maps/place/Joia+Beach/data=!4m7!3m6!1s0x88d9b5c930bcf0f5:0xd00dc500867bec1b!8m2!3d25.787374!4d-80.1771484!16s%2Fg%2F11j4cljq9p!19sChIJ9fC8MMm12YgRG-x7hgDFDdA?authuser=0&hl=en&rclk=1
Gerritsen Beach,,,,,,40.5870033,-73.9227554,,,,,https://www.google.fr/maps/place/Gerritsen+Beach/data=!4m7!3m6!1s0x89c24378581a0381:0xdecf069717d8c705!8m2!3d40.5870033!4d-73.9227554!16zL20vMDNxZndw!19sChIJgQMaWHhDwokRBcfYF5cGz94?authuser=0&hl=en&rclk=1
Beaches Turks & Caicos,,,,,,21.787594,-72.196978,,,,,https://www.google.fr/maps/place/Beaches+Turks+%26+Caicos/data=!4m7!3m6!1s0x894b4f059391f265:0xd7789d52fabfc5c1!8m2!3d21.787594!4d-72.196978!16s%2Fg%2F1tftxtpb!19sChIJZfKRkwVPS4kRwcW_-lKdeNc?authuser=0&hl=en&rclk=1
The Boca Raton Beach Club,,,,,,26.3378599,-80.0714162,,,,,https://www.google.fr/maps/place/The+Boca+Raton+Beach+Club/data=!4m7!3m6!1s0x88d8e23c3fde76b9:0x1552e447785b7378!8m2!3d26.3378599!4d-80.0714162!16s%2Fg%2F124t4560n!19sChIJuXbePzzi2IgReHNbeEfkUhU?authuser=0&hl=en&rclk=1
Haystack Rock,,,,,,45.8844844,-123.968248,,,,,https://www.google.fr/maps/place/Haystack+Rock/data=!4m7!3m6!1s0x5494a4e035d8201b:0x8d6303935747e922!8m2!3d45.8844844!4d-123.968248!16zL20vMDRyNDRi!19sChIJGyDYNeCklFQRIulHV5MDY40?authuser=0&hl=en&rclk=1
Myrtle Beach State Park Office,,,,,,33.6522575,-78.9300611,,,,,https://www.google.fr/maps/place/Myrtle+Beach+State+Park+Office/data=!4m7!3m6!1s0x890041ff757e53bb:0x4a71951d271571e1!8m2!3d33.6522575!4d-78.9300611!16s%2Fg%2F1thw2_r3!19sChIJu1N-df9BAIkR4XEVJx2VcUo?authuser=0&hl=en&rclk=1
Peahi,,,,,,20.9422978,-156.2969176,,,,,https://www.google.fr/maps/place/Peahi/data=!4m7!3m6!1s0x7eab359606c83b75:0xa4918e31cb70a12a!8m2!3d20.9422978!4d-156.2969176!16zL20vMGQ4cTU4!19sChIJdTvIBpY1q34RKqFwyzGOkaQ?authuser=0&hl=en&rclk=1
Jumeirah Beach Hotel,,,,,,25.1415843,55.1912777,,,,,https://www.google.fr/maps/place/Jumeirah+Beach+Hotel/data=!4m7!3m6!1s0x3e5f6a540d69b295:0x47f78c4e394a2976!8m2!3d25.1415843!4d55.1912777!16s%2Fm%2F027tlcs!19sChIJlbJpDVRqXz4RdilKOU6M90c?authuser=0&hl=en&rclk=1
Manhattan Beach,,,,,,33.8847361,-118.4109089,,,,,https://www.google.fr/maps/place/Manhattan+Beach/data=!4m7!3m6!1s0x80c2b3c5e2b0632f:0x70351d4f4154520!8m2!3d33.8847361!4d-118.4109089!16zL20vMHIwbW4!19sChIJL2Ow4sWzwoARIEUV9NRRAwc?authuser=0&hl=en&rclk=1
The Palm Beaches,,,,,,26.677626,-80.0742042,,,,,https://www.google.fr/maps/place/The+Palm+Beaches/data=!4m7!3m6!1s0x88d8d7b671782807:0x49ffcd9ce24c77f0!8m2!3d26.677626!4d-80.0742042!16s%2Fg%2F1tgdd993!19sChIJByh4cbbX2IgR8HdM4pzN_0k?authuser=0&hl=en&rclk=1
Pismo Beach,,,,,,35.1427533,-120.6412827,,,,,https://www.google.fr/maps/place/Pismo+Beach/data=!4m7!3m6!1s0x80ec587dc3f7d8cf:0xb9cb5298f0426fa5!8m2!3d35.1427533!4d-120.6412827!16zL20vMHI1bGw!19sChIJz9j3w31Y7IARpW9C8JhSy7k?authuser=0&hl=en&rclk=1
Ushuaia Ibiza Beach Hotel,,,,,,38.8843373,1.4050236,,,,,https://www.google.fr/maps/place/Ushuaia+Ibiza+Beach+Hotel/data=!4m7!3m6!1s0x129945c963b16a93:0x5970f5b6f2e47428!8m2!3d38.8843373!4d1.4050236!16s%2Fm%2F0120y9b7!19sChIJk2qxY8lFmRIRKHTk8rb1cFk?authuser=0&hl=en&rclk=1
Seal Beach,,,,,,33.7414085,-118.1047682,,,,,https://www.google.fr/maps/place/Seal+Beach/data=!4m7!3m6!1s0x80dcded838766331:0x3dfc70ec6e279415!8m2!3d33.7414085!4d-118.1047682!16zL20vMHIycDg!19sChIJMWN2ONje3IARFZQnbuxw_D0?authuser=0&hl=en&rclk=1
The Beach Club Resort & Spa,,,,,,30.2364009,-87.8771266,,,,,https://www.google.fr/maps/place/The+Beach+Club+Resort+%26+Spa/data=!4m7!3m6!1s0x889a2221ac58a2bf:0xc3c7059ca1591ae8!8m2!3d30.2364009!4d-87.8771266!16s%2Fg%2F1tdyx44j!19sChIJv6JYrCEimogR6BpZoZwFx8M?authuser=0&hl=en&rclk=1
Willard Beach Parking,,,,,,43.6407887,-70.2280506,,,,,https://www.google.fr/maps/place/Willard+Beach+Parking/data=!4m7!3m6!1s0x4cb29dd0e52cf4f3:0x2de81a7dde42513d!8m2!3d43.6407887!4d-70.2280506!16s%2Fg%2F11bw2_b5yz!19sChIJ8_Qs5dCdskwRPVFC3n0a6C0?authuser=0&hl=en&rclk=1
Panama City Beach,,,,,,30.2294523,-85.8884234,,,,,https://www.google.fr/maps/place/Panama+City+Beach/data=!4m7!3m6!1s0x88938c55a6cad051:0x99aa48e479186c41!8m2!3d30.2294523!4d-85.8884234!16s%2Fg%2F1tdw47r5!19sChIJUdDKplWMk4gRQWwYeeRIqpk?authuser=0&hl=en&rclk=1
The Avalon @ The Beach Club,,,,,,30.2303218,-87.8738784,,,,,https://www.google.fr/maps/place/The+Avalon+@+The+Beach+Club/data=!4m7!3m6!1s0x889a21f4c466f871:0xee0d3fb86b927ed!8m2!3d30.2303218!4d-87.8738784!16s%2Fg%2F11bbrhz_44!19sChIJcfhmxPQhmogR7Se5hvvT4A4?authuser=0&hl=en&rclk=1
Long Beach,,,,,,40.5884373,-73.657908,,,,,https://www.google.fr/maps/place/Long+Beach/data=!4m7!3m6!1s0x89c26ff6430184c9:0xd3936da1e33b9063!8m2!3d40.5884373!4d-73.657908!16zL20vMHkycWw!19sChIJyYQBQ_ZvwokRY5A746Ftk9M?authuser=0&hl=en&rclk=1
Santa Monica Pier,,,,,,34.0082821,-118.4987585,,,,,https://www.google.fr/maps/place/Santa+Monica+Pier/data=!4m7!3m6!1s0x80c2a4d74d5ea79b:0xcd9a111aced18f4d!8m2!3d34.0082821!4d-118.4987585!16zL20vMDRmZ21y!19sChIJm6deTdekwoARTY_RzhoRms0?authuser=0&hl=en&rclk=1
